winery,wine,year,rating,rating_norm,price,price_group,region,body,acidity,quality_price_percent
Fos,Fos Baranda,2017,4.3,0.14285714285714232,29.9,low,Rioja,4.0,3.0,47.766497461928935
Hacienda Grimon,Finca la Oracion,2017,4.3,0.14285714285714232,20.45,low,Rioja,4.0,3.0,61.54822335025381
Pedralonga,Albarino Pedralonga,2019,4.3,0.14285714285714232,15.71,low,Rias Baixas,3.0,3.0,67.74111675126903
Capafons-Osso,Mas de Masos,2006,4.3,0.14285714285714232,39.99,low,Priorato,4.0,3.0,30.710659898477154
Clos Mogador,Com Tu,2018,4.3,0.14285714285714232,34.95,low,Montsant,5.0,3.0,39.263959390862944
Can Rafols dels Caus,El Rocallis,2015,4.3,0.14285714285714232,88.0,mid,Cataluna,3.5,3.0,36.21541501976285
Conreria d'Scala Dei,Iugiter,2015,4.3,0.14285714285714232,25.5,low,Priorato,4.0,3.0,54.26395939086295
Mas Doix,Doix,2016,4.3,0.14285714285714232,79.9,mid,Priorato,4.0,3.0,39.1798418972332
Raul Perez,Ultreia Valtuille Mencia,2019,4.3,0.14285714285714232,45.9,low,Bierzo,3.0,3.0,25.532994923857867
Dominio del Bendito,La Chispa Negra,2011,4.3,0.14285714285714232,24.0,low,Toro,4.950617283950617,2.9876543209876543,56.370558375634516
Jose Pariente,Sauvignon Blanc,2021,4.3,0.14285714285714232,8.9,low,Rueda,3.0,3.0,70.91370558375635
Dominio del Aguila,Reserva,2010,4.3,0.14285714285714232,65.0,mid,Ribera del Duero,5.0,3.0,47.0602766798419
Terra Remota,Clos Adrien,2013,4.3,0.14285714285714232,47.0,low,Emporda,4.0,3.0,24.695431472081218
De Moya,Sofia,2017,4.3,0.14285714285714232,20.5,low,Valencia,4.0,3.0,61.39593908629442
Llopart,Cava Original Brut (Espumos),2008,4.3,0.14285714285714232,62.9,mid,Cava,2.0,3.0,48.66600790513834
Ostatu,Laderas Rioja,2014,4.3,0.14285714285714232,31.13,low,Rioja Alavesa,4.0,3.0,46.16751269035533
Tinto Pesquera,Reserva,1995,4.3,0.14285714285714232,73.0,mid,Ribera del Duero,5.0,3.0,43.42885375494071
Bodegas Mas Alta,La Basseta,2014,4.3,0.14285714285714232,58.0,mid,Priorato,4.0,3.0,52.149209486166
Can Rafols dels Caus,El Rocallis,2016,4.3,0.14285714285714232,34.5,low,Cataluna,3.5,3.0,40.45685279187817
Aalto,Blanco de Parcela,2019,4.3,0.14285714285714232,41.9,low,Ribera del Duero,3.0,3.0,28.984771573604064
Dominio de la Vega,Finca la Beata Bobal,2014,4.3,0.14285714285714232,33.9,low,Utiel-Requena,4.0,3.0,41.522842639593904
Resalte,Resalte Expresion,2015,4.3,0.14285714285714232,28.5,low,Ribera del Duero,5.0,3.0,49.64467005076142
Juve & Camps,Cava Brut Milesime,2017,4.3,0.14285714285714232,24.1,low,Cava,2.0,3.0,56.21827411167513
Bosque de Matasnos,Syrah de Matasnos,2019,4.3,0.14285714285714232,27.9,low,Vino de Espana,4.0,3.0,50.53299492385786
Sierra Cantabria,Amancio,2016,4.3,0.14285714285714232,84.5,mid,Rioja,4.0,3.0,37.57411067193676
Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2018,4.3,0.14285714285714232,36.78,low,Priorato,4.0,3.0,36.42131979695432
Marques de Vargas,Seleccion Privada,2015,4.3,0.14285714285714232,54.5,mid,Rioja,4.0,3.0,55.03952569169961
Mas de les Pereres,Nunci Negre,2013,4.3,0.14285714285714232,21.4,low,Priorato,4.0,3.0,60.17766497461929
El Maestro Sierra,Oloroso Extra Viejo 1/7,,4.3,0.14285714285714232,217.8,mid,Jerez-Xeres-Sherry,4.0,3.0,17.761857707509883
Guilera,Musivari Gran Reserva Brut Nature,2007,4.3,0.14285714285714232,23.22,low,Cava,2.0,3.0,57.84263959390863
Arzuaga,Amaya Arzuaga (Coleccion),2015,4.3,0.14285714285714232,51.2,mid,Ribera del Duero,5.0,3.0,57.336956521739125
Astrales,Christina Ribera del Duero,2017,4.3,0.14285714285714232,38.0,low,Ribera del Duero,5.0,3.0,33.680203045685275
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2018,4.3,0.14285714285714232,67.9,mid,Rioja,4.0,3.0,45.77569169960475
Senorio de San Vicente,San Vicente Rioja,2018,4.3,0.14285714285714232,32.9,low,Rioja,4.0,3.0,43.55329949238579
Bodegas Faustino,Faustino de Autor Reserva Especial,1994,4.3,0.14285714285714232,45.0,low,Rioja,4.0,3.0,26.015228426395943
La Rioja Alta,Rioja Gran Reserva 904,1964,4.3,0.14285714285714232,260.0,mid,Rioja,4.0,3.0,15.513833992094861
l'Infernal Combier Fischer Gerin,Vinas Viejas Aguilera,2010,4.3,0.14285714285714232,69.0,mid,Priorato,4.0,3.0,44.81225296442688
Muga,Prado Enea Gran Reserva,1985,4.3,0.14285714285714232,98.0,mid,Rioja,4.0,3.0,32.583992094861664
Terroir Al Limit Soc. Lda,Les Manyes,2013,4.3,0.14285714285714232,348.85,mid,Priorato,4.0,3.0,12.870553359683795
Scala Dei,Pla dels Angels Rosado,2020,4.3,0.14285714285714232,23.95,low,Priorato,4.0,3.0,56.62436548223351
Jorge Piernas,Juan Piernas Finca El Paso Malo Monastrell,2017,4.3,0.14285714285714232,27.9,low,Murcia,5.0,3.0,50.53299492385786
Pedralonga,Albarino Pedralonga,2020,4.3,0.14285714285714232,15.0,low,Rias Baixas,3.0,3.0,68.04568527918782
Contino,Vina del Olivo,2004,4.3,0.14285714285714232,155.0,mid,Rioja,4.0,3.0,23.46837944664032
Terroir Al Limit Soc. Lda,Pedra de Guix,2017,4.3,0.14285714285714232,57.9,mid,Priorato,4.0,3.0,52.37154150197628
Vinyes Domenech,Vinyes Velles de Samso,2016,4.3,0.14285714285714232,36.93,low,Montsant,4.0,3.0,35.86294416243655
Territorio Luthier,Hispania,2015,4.3,0.14285714285714232,52.0,mid,Ribera del Duero,5.0,3.0,56.81818181818181
Abel Mendoza Monge,Malvasia,2017,4.3,0.14285714285714232,31.5,low,Rioja,3.0,3.0,45.964467005076145
Clos Erasmus,Priorat,2006,4.3,0.14285714285714232,654.31,mid,Priorato,4.0,3.0,10.103754940711461
La Rioja Alta,Vina Ardanza Reserva,1985,4.3,0.14285714285714232,75.0,mid,Rioja,4.0,3.0,41.89723320158103
Equipo Navazos,La Bota 69 de Amontillado,,4.3,0.14285714285714232,113.72,mid,Jerez-Xeres-Sherry,4.0,3.0,29.866600790513836
Avgvstvs,Antigues Reserves,2000,4.3,0.14285714285714232,27.45,low,Penedes,4.0,3.0,51.29441624365483
Vina Sastre,Regina Vides Ribera del Duero,2018,4.3,0.14285714285714232,69.9,mid,Ribera del Duero,5.0,3.0,44.34288537549407
Marques de Riscal,Baron de Chirel Verdejo Vinas Centenarias,2018,4.3,0.14285714285714232,40.5,low,Castilla y Leon,3.0,3.0,29.873096446700508
Pago Calzadilla,Gran Calzadilla,2009,4.3,0.14285714285714232,39.95,low,Pago Calzadilla,4.0,3.0,30.913705583756347
Vina Pomal,Alto de la Caseta,2008,4.3,0.14285714285714232,55.45,mid,Rioja,4.0,3.0,53.87845849802372
Martinet,Clos Martinet,2002,4.3,0.14285714285714232,177.45,mid,Priorato,4.0,3.0,21.170948616600793
Marti Fabra,Masia Carreras Negre,2019,4.3,0.14285714285714232,11.91,low,Emporda,4.0,3.0,69.82233502538071
Sangenis I Vaque,Clos Monlleo,2007,4.3,0.14285714285714232,54.95,mid,Priorato,4.0,3.0,54.5207509881423
Ferrer Bobet,Priorat,2018,4.3,0.14285714285714232,25.88,low,Priorato,4.0,3.0,53.883248730964475
Figuero,Milagros de Figuero,2016,4.3,0.14285714285714232,34.85,low,Ribera del Duero,5.0,3.0,39.974619289340104
Balandro,Las Botas Palo Cortado Horizontal,,4.3,0.14285714285714232,37.0,low,Manzanilla,4.0,3.0,35.48223350253807
Pujanza,Rioja Norte,2006,4.3,0.14285714285714232,75.0,mid,Rioja,4.0,3.0,41.89723320158103
M. Antonio de la Riva,La Riva Fino Balbaina Alta,,4.3,0.14285714285714232,47.45,low,Jerez-Xeres-Sherry,4.0,3.0,24.492385786802032
Espelt,Coma Bruna,2017,4.3,0.14285714285714232,22.8,low,Emporda,4.0,3.0,58.477157360406096
R. Lopez de Heredia,Vina Tondonia Gran Reserva,1981,4.3,0.14285714285714232,199.0,mid,Rioja,4.0,3.0,18.922924901185773
Bodegas Arfe,Palo Cortado de la Cruz de 1767,,4.3,0.14285714285714232,59.9,mid,Jerez-Xeres-Sherry,4.0,3.0,50.59288537549407
Abel Mendoza Monge,Grano a Grano Tempranillo,2016,4.3,0.14285714285714232,120.13,mid,Rioja,4.0,3.0,28.483201581027668
Conreria d'Scala Dei,Voltons,2015,4.3,0.14285714285714232,47.0,low,Priorato,4.0,3.0,24.695431472081218
Scala Dei,Masdeu,2014,4.3,0.14285714285714232,84.9,mid,Priorato,4.0,3.0,37.42588932806324
Real de Asua,Tinto,2016,4.3,0.14285714285714232,78.95,mid,Rioja,4.0,3.0,39.64920948616601
Bodegas Vilano,Crianza,2019,4.3,0.14285714285714232,9.99,low,Ribera del Duero,5.0,3.0,70.53299492385787
Vinyes dels Aspres,S'Alou,2018,4.3,0.14285714285714232,31.5,low,Emporda,4.0,3.0,45.964467005076145
Altos de Rioja,Altos R Pigeage,2016,4.3,0.14285714285714232,29.95,low,Rioja,4.0,3.0,47.28426395939087
Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2019,4.3,0.14285714285714232,36.95,low,Priorato,4.0,3.0,35.685279187817265
Valserrano,Finca Monteviejo,2017,4.3,0.14285714285714232,32.0,low,Rioja,4.0,3.0,45.0507614213198
Marques de Tomares,Rioja Gran Reserva,2014,4.3,0.14285714285714232,25.95,low,Rioja,4.0,3.0,53.401015228426395
Shaya,Habis,2018,4.3,0.14285714285714232,21.5,low,Rueda,3.0,3.0,59.89847715736041
Finca Rio Negro,5o Ano,2014,4.3,0.14285714285714232,23.3863295,low,La Mancha,4.0,3.0,57.79187817258884
Allende,Gaminde,2016,4.3,0.14285714285714232,43.8,low,Rioja,4.0,3.0,27.335025380710665
Enric Soler,Nun Vinya dels Taus,2017,4.3,0.14285714285714232,123.75,mid,Penedes,3.6,3.0,28.038537549407117
Martinet,Els Escurcons,2018,4.3,0.14285714285714232,75.5,mid,Priorato,4.0,3.0,41.2796442687747
Bodegas Ximenez-Spinola,Varietal Fermentacion Lenta,2019,4.3,0.14285714285714232,29.9,low,Jerez-Xeres-Sherry,5.0,1.0,47.766497461928935
Loxera,El Cordero y las Virgenes,2016,4.3,0.14285714285714232,24.0,low,Valencia,4.0,3.0,56.370558375634516
Mas d'en Gil,Clos Fonta Priorat,2001,4.3,0.14285714285714232,150.0,mid,Priorato,4.0,3.0,23.937747035573125
Jose Pariente,Finca Las Comas Verdejo,2016,4.3,0.14285714285714232,29.4,low,Rueda,3.0,3.0,48.248730964467015
Alvaro Palacios,Finca Dofi,1997,4.3,0.14285714285714232,170.0,mid,Priorato,4.0,3.0,21.936758893280633
Artadi,La Poza de Ballesteros,2016,4.3,0.14285714285714232,93.26,mid,Vino de Espana,4.0,2.0,34.066205533596836
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2019,4.3,0.14285714285714232,75.95,mid,Ribera del Duero,5.0,3.0,40.933794466403164
Dominio Fournier,Reserva,2014,4.3,0.14285714285714232,23.77,low,Ribera del Duero,5.0,3.0,57.03045685279188
Bodegas Yzaguirre,Selection 1884 Vermouth Gran Reserva,,4.3,0.14285714285714232,27.11,low,Cataluna,3.5,3.0,51.7005076142132
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2018,4.3,0.14285714285714232,42.5,low,Rioja,4.0,3.0,28.3756345177665
Marques de Murrieta,Dalmau Rioja,2002,4.3,0.14285714285714232,75.0,mid,Rioja,4.0,3.0,41.89723320158103
Valderiz,Tomas Esteban,2010,4.3,0.14285714285714232,68.99,mid,Ribera del Duero,5.0,3.0,45.034584980237156
Tridente,Prieto Picudo,2018,4.3,0.14285714285714232,21.95,low,Castilla y Leon,4.0,3.0,58.95939086294416
Neton,Garnacha Tintorera,2017,4.3,0.14285714285714232,13.237545,low,Castilla y Leon,4.0,3.0,69.26395939086295
Finca Torremilanos,Penalba Lopez Blanco,2019,4.3,0.14285714285714232,13.65,low,Castilla y Leon,3.875,2.6458333333333335,68.95939086294416
Enate,Cabernet,2012,4.3,0.14285714285714232,23.5,low,Somontano,4.0,3.0,57.46192893401015
Pradorey,El Cuentista,2018,4.3,0.14285714285714232,17.9,low,Ribera del Duero,4.98886827458256,2.9925788497217067,64.89847715736042
Vall Llach,Porrera Vi de Vila,2018,4.3,0.14285714285714232,49.95,low,Priorato,4.0,3.0,21.95431472081218
Terroir Al Limit Soc. Lda,Les Manyes,2011,4.3,0.14285714285714232,348.85,mid,Priorato,4.0,3.0,12.870553359683795
Bodega Aida i Luis,Tahulla Moscatel Blanco Seco,2018,4.3,0.14285714285714232,11.95,low,Alicante,4.0,3.0,69.69543147208121
Valderiz,Juegabolos,2017,4.3,0.14285714285714232,28.6,low,Ribera del Duero,5.0,3.0,49.41624365482233
Abadal,3.9,2018,4.3,0.14285714285714232,21.3,low,Pla de Bages,4.0,3.0,60.35532994923858
Raul Perez,Sketch,2019,4.3,0.14285714285714232,44.95,low,Rias Baixas,3.0,3.0,26.243654822335028
Portal del Priorat,Clos del Portal Somni,2008,4.3,0.14285714285714232,36.3,low,Priorato,4.0,3.0,36.82741116751269
Baigorri,De Garage Rioja,2017,4.3,0.14285714285714232,32.0,low,Rioja,4.0,3.0,45.0507614213198
Cartoixa de Montsalvat,Montsalvat,2007,4.3,0.14285714285714232,39.712635,low,Priorato,4.0,3.0,31.548223350253814
Clos Galena,Galena,2018,4.3,0.14285714285714232,17.9,low,Priorato,4.0,3.0,64.89847715736042
Bodega Ribas,Sio Negre,2019,4.3,0.14285714285714232,39.9,low,Mallorca,4.0,3.0,31.167512690355327
Allende,Aurus,2001,4.3,0.14285714285714232,140.0,mid,Rioja,4.0,3.0,25.444664031620555
Enate,Chardonnay Uno,2012,4.3,0.14285714285714232,249.95,mid,Somontano,4.0,3.0,15.933794466403162
El Lagar de Isilla,Vendimia Seleccionada,2015,4.3,0.14285714285714232,28.83,low,Ribera del Duero,5.0,3.0,49.162436548223354
Finca Villacreces,Nebro Ribera del Duero,2013,4.3,0.14285714285714232,196.29,mid,Ribera del Duero,5.0,3.0,19.14525691699605
Bodega Otazu,Pago de Otazu Chardonnay Con Crianza,2018,4.3,0.14285714285714232,28.4,low,Otazu,4.0,3.0,49.84771573604061
Jose Pariente,Verdejo Fermentado en Barrica,2020,4.3,0.14285714285714232,14.5,low,Rueda,3.0,3.0,68.50253807106598
La Rioja Alta,Rioja Gran Reserva 904,1970,4.3,0.14285714285714232,260.0,mid,Rioja,4.0,3.0,15.513833992094861
Toro Albala,Don PX Pedro Ximenez,1999,4.3,0.14285714285714232,36.9,low,Montilla-Moriles,5.0,1.0,36.142131979695435
Cervoles,Vinyes Altes de Les Garrigues Vi Blanc,2019,4.3,0.14285714285714232,25.8,low,Costers del Segre,4.0,3.0,54.01015228426396
Anibal de Otero,Vina Centenaria Mencia,2014,4.3,0.14285714285714232,38.0,low,Bierzo,3.0,3.0,33.680203045685275
Familia Torres,Grans Muralles,2017,4.3,0.14285714285714232,137.75,mid,Conca de Barbera,4.0,3.0,25.81521739130435
Costers del Siurana,Clos de L'Obac,2009,4.3,0.14285714285714232,79.9,mid,Priorato,4.0,3.0,39.1798418972332
Bodegas San Roman,Malvasia,2017,4.3,0.14285714285714232,41.5,low,Castilla,4.0,3.0,29.111675126903556
Finca Rio Negro,Cerro del Lobo Syrah,2018,4.3,0.14285714285714232,24.5,low,Castilla,4.0,3.0,55.86294416243655
Cervoles,Estrats,2012,4.3,0.14285714285714232,68.55,mid,Costers del Segre,4.0,3.0,45.28162055335969
Scala Dei,Masdeu,2016,4.3,0.14285714285714232,81.35,mid,Priorato,4.0,3.0,38.24110671936759
Vina Sastre,Regina Vides Ribera del Duero,2001,4.3,0.14285714285714232,121.5,mid,Ribera del Duero,5.0,3.0,28.285573122529645
Vizcarra,Celia,2014,4.3,0.14285714285714232,79.98,mid,Ribera del Duero,5.0,3.0,38.88339920948617
Marques de Caceres,Gaudium,1998,4.3,0.14285714285714232,60.0,mid,Rioja,4.0,3.0,50.02470355731226
Barahonda,Summum Monastrell,2019,4.3,0.14285714285714232,13.99,low,Yecla,5.0,3.0,68.62944162436548
Mas Doix,Doix,2002,4.3,0.14285714285714232,195.52,mid,Priorato,4.0,3.0,19.342885375494074
Altos del Enebro,Finca La Herradura,2014,4.3,0.14285714285714232,68.0,mid,Ribera del Duero,5.0,3.0,45.4298418972332
Pago de Larrainzar,Reserva Especial,2014,4.3,0.14285714285714232,16.9,low,Navarra,4.0,3.0,66.14213197969544
Albamar,Alma de Mar Albarino,2019,4.3,0.14285714285714232,27.5,low,Rias Baixas,3.0,3.0,51.218274111675136
Williams & Humbert,Canasta 20 Anos Cream,,4.3,0.14285714285714232,29.25,low,Jerez-Xeres-Sherry,5.0,1.0,48.4263959390863
Pujanza,Rioja Anadas Frias,2016,4.3,0.14285714285714232,75.0,mid,Rioja,3.0,3.0,41.89723320158103
Finca Rio Negro,5o Ano,2016,4.3,0.14285714285714232,23.9,low,La Mancha,4.0,3.0,56.8274111675127
Oxer Wines,Suzzane Rioja,2019,4.3,0.14285714285714232,34.9,low,Rioja,4.0,3.0,39.64467005076142
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1925,4.3,0.14285714285714232,532.0,mid,Rioja,4.0,3.0,10.449604743083006
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2010,4.3,0.14285714285714232,95.0,mid,Ribera del Duero,5.0,3.0,33.39920948616601
Can Bas,Monreal,2015,4.3,0.14285714285714232,44.1,low,Penedes,4.0,3.0,26.624365482233504
Atlantida,Blanco,2019,4.3,0.14285714285714232,17.7,low,Cadiz,4.0,3.0,65.27918781725889
Atlan & Artisan,8 Vents Mallorca,2019,4.3,0.14285714285714232,18.9,low,Mallorca,4.0,3.0,63.654822335025386
Venus la Universal,Venus,2017,4.3,0.14285714285714232,35.35,low,Montsant,4.0,3.0,38.22335025380711
La Rioja Alta,Gran Reserva 890,1981,4.3,0.14285714285714232,270.0,mid,Rioja,4.0,3.0,15.266798418972332
Olivardots,Vd'O 1 Samso - Pissarra,2012,4.3,0.14285714285714232,34.95,low,Emporda,4.0,3.0,39.263959390862944
Terroir Al Limit Soc. Lda,Les Manyes,2012,4.3,0.14285714285714232,348.85,mid,Priorato,4.0,3.0,12.870553359683795
Lar de Paula,Tempranillo Reserva,2012,4.3,0.14285714285714232,14.9,low,Rioja,4.0,3.0,68.22335025380711
Venta Las Vacas,La Cuartilleja Reserva,2015,4.3,0.14285714285714232,39.7,low,Ribera del Duero,5.0,3.0,31.5989847715736
Juve & Camps,Cava Gran Reserva La Capella Brut,2010,4.3,0.14285714285714232,75.5,mid,Cava,2.0,3.0,41.2796442687747
Bodega Contador (Benjamin Romeo),Coleccion No. 3 Cosecha,2014,4.3,0.14285714285714232,189.9,mid,Rioja,4.0,3.0,20.33102766798419
Luis Canas,Rioja Gran Reserva,2016,4.3,0.14285714285714232,21.01,low,Rioja,4.0,3.0,60.63451776649747
La Val,Albarino Sobre Lias,2015,4.3,0.14285714285714232,23.9,low,Rias Baixas,3.0,3.0,56.8274111675127
Tres Piedras,Nobbis,2019,4.3,0.14285714285714232,12.8,low,Ribera del Duero,4.0,2.0,69.36548223350255
Raul Perez,Rara Avis Prieto Picudo,2013,4.3,0.14285714285714232,39.95,low,Castilla y Leon,4.0,3.0,30.913705583756347
Javi Revert,Sensal,2020,4.3,0.14285714285714232,22.35,low,Valencia,4.0,3.0,58.78172588832488
Bodega Campo Eliseo,Campo Eliseo Blanco,2018,4.3,0.14285714285714232,27.25,low,Rueda,3.0,3.0,51.6243654822335
Alta Alella,Blanc de Neu,2016,4.3,0.14285714285714232,16.99,low,Alella,2.0,3.0,65.91370558375634
Contino,Reserva,1995,4.3,0.14285714285714232,55.0,mid,Rioja,4.0,3.0,54.323122529644266
Terras Gauda,La Mar,2019,4.3,0.14285714285714232,21.5,low,Rias Baixas,3.0,3.0,59.89847715736041
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2017,4.3,0.14285714285714232,106.92,mid,Bierzo,3.0,3.0,31.200592885375496
Lambuena,Vinas Viejas,2014,4.3,0.14285714285714232,37.065126,low,Ribera del Duero,5.0,3.0,35.40609137055838
Tarsus,T3rno Seleccion de 3 Parcelas Ribera del Duero,2017,4.3,0.14285714285714232,38.5,low,Ribera del Duero,5.0,3.0,33.07106598984772
Bodegas Luis Perez,Fino La Barajuela,2016,4.3,0.14285714285714232,69.95,mid,Andalucia,4.0,3.0,44.1205533596838
Marco Abella,Clos Abella Seleccion Especial,2016,4.3,0.14285714285714232,43.5,low,Priorato,4.0,3.0,27.588832487309645
Vivanco,Parcelas de Maturana Tinta Coleccion Rioja,2017,4.3,0.14285714285714232,36.5,low,Rioja,4.0,3.0,36.6751269035533
Familia Torres,Reserva Real,1998,4.3,0.14285714285714232,213.5,mid,Penedes,4.0,3.0,18.107707509881426
Attis,Attis Embaixador Albarino,2018,4.3,0.14285714285714232,21.89,low,Rias Baixas,3.0,3.0,59.21319796954315
Miguel Merino,Vitola Reserva,2016,4.3,0.14285714285714232,21.9,low,Rioja,4.0,3.0,59.13705583756346
San Cobate,San Cucufate Monasterio,2017,4.3,0.14285714285714232,33.0,low,Ribera del Duero,5.0,3.0,43.172588832487314
Pazo Senorans,Tras Los Muros Albarino,2017,4.3,0.14285714285714232,38.0,low,Rias Baixas,3.0,3.0,33.680203045685275
Avancia,Godello,2020,4.3,0.14285714285714232,24.77,low,Valdeorras,,,55.40609137055837
Carlos Moro,CM Tinto,2017,4.3,0.14285714285714232,17.75,low,Rioja,4.0,2.0,65.1269035532995
Bodegas Frontonio,La Loma & Los Santos Garnacha Blanca - Macabeo,2018,4.3,0.14285714285714232,40.9,low,Valdejalon,,,29.543147208121834
Vinicola Real,200 Monges Rioja Gran Reserva,2005,4.3,0.14285714285714232,52.5,mid,Rioja,4.0,3.0,56.595849802371546
Terra Remota,Clos Adrien,2016,4.3,0.14285714285714232,48.91,low,Emporda,4.0,3.0,23.22335025380711
Cal Batllet - Celler Ripoll Sans,Gratallops Escanya-Vella,2018,4.3,0.14285714285714232,27.1,low,Priorato,4.0,3.0,51.751269035533
Ramon Bilbao,Lalomba Finca Ladero,2016,4.3,0.14285714285714232,58.25,mid,Rioja,4.0,3.0,51.951581027667984
Santa Petronila,Oloroso En Rama,,4.3,0.14285714285714232,24.9,low,Jerez-Xeres-Sherry,4.0,3.0,55.050761421319805
Jimenez-Landi,El Reventon Cebreros,2016,4.3,0.14285714285714232,67.95,mid,Castilla y Leon,5.0,3.0,45.57806324110672
Hidalgo (La Gitana),Amontillado Napoleon Vinos Viejos 30 Year Old Sherry,,4.3,0.14285714285714232,74.9,mid,Jerez-Xeres-Sherry,4.0,3.0,42.41600790513834
Chivite,Navarra Vendimia Tardia Coleccion 125,2018,4.3,0.14285714285714232,25.95,low,Navarra,4.0,3.0,53.401015228426395
Espectacle del Montsant,Tinto,2018,4.3,0.14285714285714232,119.0,mid,Montsant,4.0,3.0,28.87845849802372
Gallina de Piel,Manar dos Seixas,2019,4.3,0.14285714285714232,13.5,low,Ribeiro,4.0,3.0,69.11167512690356
Vinicola Real,200 Monges Edicion Exclusiva Blanco Reserva,2010,4.3,0.14285714285714232,51.45,mid,Rioja,3.0,3.0,57.18873517786561
Cartoixa de Montsalvat,Montsalvat,2005,4.3,0.14285714285714232,56.27,mid,Priorato,4.0,3.0,53.40909090909091
Arid,Eolic Sauvignon Blanc,2016,4.3,0.14285714285714232,11.65,low,Penedes,3.0,3.0,70.07614213197971
Carlos Moro,Finca Valmediano Tinta de Toro 16 Meses Barrica,2012,4.3,0.14285714285714232,32.9,low,Toro,5.0,3.0,43.55329949238579
Jimenez-Landi,Cantos del Diablo,2018,4.3,0.14285714285714232,197.0,mid,Mentrida,5.0,3.0,19.095849802371546
Bodegas Reyes,Teofilo Reyes Crianza,2019,4.3,0.14285714285714232,14.71,low,Ribera del Duero,5.0,3.0,68.3502538071066
Gutierrez de la Vega,Recondita Armonia Monastrell Dulce,2018,4.3,0.14285714285714232,16.45,low,Alicante,4.0,3.0,66.80203045685279
Hugas de Batlle,Falguera,2009,4.3,0.14285714285714232,53.55,mid,Emporda,4.0,3.0,55.904150197628454
Atlan & Artisan,Epistem No. 3,2016,4.3,0.14285714285714232,18.9,low,Yecla,4.0,3.0,63.654822335025386
Telmo Rodriguez,Molino Real,2015,4.3,0.14285714285714232,53.3,mid,Malaga,4.0,3.0,56.10177865612648
Bodegas Arrocal,Angel Ribera del Duero,2015,4.3,0.14285714285714232,31.9,low,Ribera del Duero,5.0,3.0,45.53299492385787
Buil & Gine,Pleret,2012,4.3,0.14285714285714232,55.5,mid,Priorato,4.0,3.0,53.7796442687747
Luis A. Rodriguez Vazquez,A Torna dos Pasas Escolma Ribeiro,2016,4.3,0.14285714285714232,40.75,low,Ribeiro,4.0,3.0,29.72081218274112
Castell del Remei,Costers Del Segre 1780,2017,4.3,0.14285714285714232,22.9,low,Costers del Segre,4.0,3.0,58.4010152284264
Vizcarra,Ines,2010,4.3,0.14285714285714232,76.87,mid,Ribera del Duero,5.0,3.0,40.637351778656125
Vizcarra,Ines,2014,4.3,0.14285714285714232,79.98,mid,Ribera del Duero,5.0,3.0,38.88339920948617
Valdubon,Honoris,2005,4.3,0.14285714285714232,35.0,low,Ribera del Duero,5.0,3.0,38.93401015228426
Emilio Moro,La Revelia Godello,2019,4.3,0.14285714285714232,21.65,low,Bierzo,3.15,3.0,59.54314720812183
Altanza,Club Rioja Reserva,2012,4.3,0.14285714285714232,20.95,low,Rioja,4.0,3.0,60.888324873096444
Bodegas Y Vinedos Alilian,Camino del Abuelo Vinas Viejas,2013,4.3,0.14285714285714232,243.8,mid,Ribera del Duero,5.0,3.0,16.47727272727273
Artadi,La Morera de San Lazaro,2016,4.3,0.14285714285714232,80.0,mid,Vino de Espana,4.0,2.0,38.7104743083004
Real de Asua,Tinto,2000,4.3,0.14285714285714232,60.4,mid,Rioja,4.0,3.0,49.827075098814234
Artadi,Quintanilla,2016,4.3,0.14285714285714232,65.9,mid,Vino de Espana,4.0,2.0,46.44268774703558
Taron,Reserva,2014,4.3,0.14285714285714232,10.2,low,Rioja Alta,4.0,3.0,70.48223350253807
Sebio,Salvaxe,2018,4.3,0.14285714285714232,26.75,low,Ribeiro,4.0,3.0,52.66497461928934
R. Lopez de Heredia,Vina Tondonia Reserva,2014,4.3,0.14285714285714232,47.95,low,Rioja,4.0,3.0,24.060913705583754
Gramona,Vi De Glass Gewurztraminer,2017,4.3,0.14285714285714232,18.58,low,Cataluna,3.5,3.0,63.98477157360406
Goyo Garcia Viadero,Finca Los Quemados,2016,4.3,0.14285714285714232,27.7,low,Ribera del Duero,5.0,3.0,51.01522842639594
Bodegas Reyes,Teofilo Reyes Crianza,2018,4.3,0.14285714285714232,11.94,low,Ribera del Duero,5.0,3.0,69.7715736040609
Marques de Caceres,Rioja Reserva,1985,4.3,0.14285714285714232,45.0,low,Rioja,4.0,3.0,26.015228426395943
Santiago Ruiz,Albarino (O Rosal),2021,4.3,0.14285714285714232,13.45,low,Rias Baixas,3.0,3.0,69.18781725888326
Terroir Al Limit Soc. Lda,Les Manyes,2017,4.3,0.14285714285714232,180.0,mid,Priorato,4.0,3.0,21.047430830039527
Pujanza,Rioja,2005,4.3,0.14285714285714232,29.0,low,Rioja,4.0,3.0,48.756345177664976
